Timestamp,Temperature_C,Chamber_Pressure_kPa,Relative_Humidity_Pct,Mobility_Index
2026-05-20 08:25:50,35.0,99.667,64.9,378.38256
2026-05-20 08:26:40,35.0,99.669,65.9,1913.72717
2026-05-20 08:27:30,35.0,99.678,64.3,-6.11231
2026-05-20 08:28:20,35.0,99.67,65.1,-5.66846
2026-05-20 08:29:10,35.1,99.664,65.7,-12.77521
2026-05-20 08:30:00,35.1,99.677,63.0,-8.94366
2026-05-20 08:30:50,35.0,99.664,67.7,-4.61753
2026-05-20 08:31:40,35.0,99.669,64.8,-12.8804
2026-05-20 08:32:30,35.0,99.661,65.2,-6.02146
2026-05-20 08:33:20,35.0,99.664,66.8,-5.50581
2026-05-20 08:34:10,35.0,99.673,65.4,-7.25875
2026-05-20 08:35:00,35.0,99.669,65.7,-5.64105
2026-05-20 08:35:50,35.1,99.663,66.4,-6.59628
2026-05-20 08:36:40,35.0,99.671,63.4,1507.64709
2026-05-20 08:37:30,34.9,99.67,64.9,1392.80749
2026-05-20 08:38:20,35.0,99.67,63.7,1410.40559
2026-05-20 08:39:10,35.0,99.659,64.5,-2.56307
2026-05-20 08:40:00,35.0,99.67,64.2,1806.46846
2026-05-20 08:40:50,35.0,99.671,66.1,1794.90388
2026-05-20 08:41:40,35.0,99.671,65.5,1783.89511
2026-05-20 08:42:30,35.0,99.657,65.9,-12.61016
2026-05-20 08:43:20,35.0,99.664,66.3,413.12375
2026-05-20 08:44:10,35.0,99.661,66.1,93.94892
2026-05-20 08:45:00,35.0,99.674,63.3,1793.74054
2026-05-20 08:45:50,35.0,99.666,64.9,1598.87922
2026-05-20 08:46:40,35.0,99.669,67.0,-10.23693
2026-05-20 08:47:30,35.0,99.673,67.0,-11.85893
2026-05-20 08:48:20,35.0,99.663,66.1,1652.75224
2026-05-20 08:49:10,35.1,99.66,64.8,200.17768
2026-05-20 08:50:00,35.0,99.662,66.1,1694.92089
2026-05-20 08:50:50,35.1,99.667,65.7,266.03244
2026-05-20 08:51:40,35.0,99.672,65.6,-11.90074
2026-05-20 08:52:30,35.0,99.665,67.3,-5.35654
2026-05-20 08:53:20,35.0,99.675,66.1,1654.20748
2026-05-20 08:54:10,35.0,99.677,64.2,-3.74743
2026-05-20 08:55:00,35.1,99.677,65.4,284.32808
2026-05-20 08:55:50,35.0,99.671,66.0,209.55355
2026-05-20 08:56:40,35.0,99.664,64.3,256.77828
2026-05-20 08:57:30,35.0,99.664,64.2,-12.59758
2026-05-20 08:58:20,35.0,99.67,65.7,1879.53308
2026-05-20 08:59:10,35.0,99.666,63.5,1845.86362
2026-05-20 09:00:00,35.0,99.655,63.4,274.93799
2026-05-20 09:00:50,35.0,99.675,67.4,-9.71132
2026-05-20 09:01:40,35.0,99.663,64.5,1646.47275
2026-05-20 09:02:30,35.0,99.67,64.8,-11.74322
2026-05-20 09:03:20,35.0,99.667,66.2,1783.59121
2026-05-20 09:04:10,35.0,99.663,64.5,39.42516
2026-05-20 09:05:00,35.0,99.669,64.6,-11.87858
2026-05-20 09:05:50,35.0,99.675,65.3,1939.35149
2026-05-20 09:06:40,35.0,99.658,65.5,1375.80603
2026-05-20 09:07:30,35.0,99.665,65.6,-6.17209
2026-05-20 09:08:20,35.0,99.666,66.8,-11.38672
2026-05-20 09:09:10,35.0,99.661,66.9,-11.77029
2026-05-20 09:10:00,35.0,99.66,66.0,1366.00561
2026-05-20 09:10:50,35.0,99.663,63.9,1477.89996
2026-05-20 09:11:40,35.0,99.671,64.6,-10.84209
2026-05-20 09:12:30,35.0,99.672,64.5,1902.73086
2026-05-20 09:13:20,35.0,99.661,65.7,1475.7078
2026-05-20 09:14:10,35.0,99.68,64.5,1619.24351
2026-05-20 09:15:00,35.0,99.669,66.7,88.53536
2026-05-20 09:15:50,35.1,99.661,65.4,1698.86231
2026-05-20 09:16:40,35.1,99.663,65.8,1928.39331
2026-05-20 09:17:30,35.1,99.667,63.6,-14.2302
2026-05-20 09:18:20,35.1,99.67,65.3,186.32903
2026-05-20 09:19:10,35.0,99.657,66.3,1906.82404
2026-05-20 09:20:00,35.0,99.67,65.5,1518.11433
2026-05-20 09:20:50,35.1,99.672,64.2,1418.0574
2026-05-20 09:21:40,35.0,99.672,62.7,-6.67968
2026-05-20 09:22:30,35.0,99.667,64.4,1428.32704
2026-05-20 09:23:20,35.0,99.665,64.1,1591.69825
2026-05-20 09:24:10,35.0,99.674,66.3,141.61834
2026-05-20 09:25:00,35.0,99.673,64.4,1672.06413
2026-05-20 09:25:50,35.1,99.668,63.5,1710.28868
2026-05-20 09:26:40,35.0,99.676,62.9,258.93527
2026-05-20 09:27:30,35.0,99.669,65.9,1372.45665
2026-05-20 09:28:20,35.0,99.663,67.5,1537.8113
2026-05-20 09:29:10,35.0,99.665,65.4,1709.40707
2026-05-20 09:30:00,35.0,99.662,65.4,39.34125
2026-05-20 09:30:50,35.0,99.668,66.3,1849.38332
2026-05-20 09:31:40,35.1,99.666,65.5,-9.41215
2026-05-20 09:32:30,34.9,99.675,64.0,1449.0727
2026-05-20 09:33:20,35.1,99.666,65.8,-9.39846
2026-05-20 09:34:10,35.0,99.677,66.1,-8.39328
2026-05-20 09:35:00,35.0,99.664,65.9,1473.2824
2026-05-20 09:35:50,35.0,99.669,67.0,1698.83811
2026-05-20 09:36:40,35.0,99.663,65.5,-5.13938
2026-05-20 09:37:30,35.0,99.676,65.8,1510.50218
2026-05-20 09:38:20,35.0,99.67,64.6,350.76511
2026-05-20 09:39:10,35.0,99.66,65.7,-2.65366
2026-05-20 09:40:00,35.1,99.662,65.4,1864.20978
2026-05-20 09:40:50,35.0,99.666,65.9,218.04761
2026-05-20 09:41:40,35.0,99.666,65.8,1889.53179
2026-05-20 09:42:30,34.9,99.676,63.4,1722.08797
2026-05-20 09:43:20,35.1,99.669,66.5,1801.5753
2026-05-20 09:44:10,35.0,99.663,64.1,1652.09322
2026-05-20 09:45:00,35.1,99.653,66.0,-12.35803
2026-05-20 09:45:50,35.0,99.662,66.6,1581.75613
2026-05-20 09:46:40,35.0,99.675,63.6,-11.76074
2026-05-20 09:47:30,35.0,99.668,64.0,1380.30803
2026-05-20 09:48:20,35.0,99.672,66.1,-7.3947
2026-05-20 09:49:10,35.0,99.665,65.4,1440.74079
2026-05-20 09:50:00,35.0,99.667,65.3,1751.09386
2026-05-20 09:50:50,35.1,99.662,67.0,1497.24913
2026-05-20 09:51:40,35.0,99.666,67.4,-7.19123
2026-05-20 09:52:30,35.0,99.675,66.9,-10.26848
2026-05-20 09:53:20,35.1,99.676,66.5,157.64148
2026-05-20 09:54:10,35.0,99.666,67.2,440.16552
2026-05-20 09:55:00,35.0,99.663,66.2,-5.70648
2026-05-20 09:55:50,35.0,99.673,65.8,1880.87101
2026-05-20 09:56:40,35.1,99.668,63.8,-14.16442
2026-05-20 09:57:30,35.1,99.666,64.4,-6.23381
2026-05-20 09:58:20,35.0,99.682,62.9,-9.88933
2026-05-20 09:59:10,35.0,99.673,65.9,21.89552
2026-05-20 10:00:00,35.0,99.659,65.9,-10.7401
2026-05-20 10:00:50,35.0,99.669,65.1,-8.07119
2026-05-20 10:01:40,35.0,99.668,65.2,1898.605
2026-05-20 10:02:30,35.0,99.668,65.0,1462.8691
2026-05-20 10:03:20,35.0,99.664,65.5,340.58585
2026-05-20 10:04:10,35.1,99.67,64.6,1562.31393
2026-05-20 10:05:00,35.0,99.67,65.2,37.08885
2026-05-20 10:05:50,35.1,99.667,64.1,1825.27183
2026-05-20 10:06:40,34.9,99.664,66.9,-10.66235
2026-05-20 10:07:30,35.0,99.661,65.4,-12.73341
2026-05-20 10:08:20,35.0,99.664,63.8,-3.57089
2026-05-20 10:09:10,35.0,99.674,64.8,1432.04157
2026-05-20 10:10:00,35.0,99.663,67.0,1724.86153
2026-05-20 10:10:50,35.0,99.667,64.1,1808.23916
2026-05-20 10:11:40,35.0,99.665,64.3,-11.78658
2026-05-20 10:12:30,35.0,99.678,66.0,-3.49344
2026-05-20 10:13:20,35.1,99.663,64.3,-9.19161
2026-05-20 10:14:10,34.9,99.668,63.7,1446.78866
2026-05-20 10:15:00,34.9,99.677,65.8,1389.74891
2026-05-20 10:15:50,35.0,99.668,62.7,1566.25406
2026-05-20 10:16:40,35.1,99.663,64.7,1616.04917
2026-05-20 10:17:30,35.1,99.667,65.3,-5.02158
2026-05-20 10:18:20,35.0,99.672,66.5,-2.73148
2026-05-20 10:19:10,35.0,99.663,66.4,1937.09897
2026-05-20 10:20:00,35.0,99.669,64.2,50.32489
2026-05-20 10:20:50,35.0,99.668,65.5,1573.56447
2026-05-20 10:21:40,35.1,99.665,65.6,1486.04413
2026-05-20 10:22:30,35.0,99.675,64.3,1827.84038
2026-05-20 10:23:20,35.0,99.669,64.1,1750.1103
2026-05-20 10:24:10,35.1,99.674,65.1,-10.24537
2026-05-20 10:25:00,35.0,99.668,63.6,-12.9429
2026-05-20 10:25:50,35.0,99.662,66.1,1500.11037
2026-05-20 10:26:40,35.0,99.665,63.7,1707.76879
2026-05-20 10:27:30,35.0,99.668,65.9,1669.31846
2026-05-20 10:28:20,35.0,99.674,65.2,1480.24958
2026-05-20 10:29:10,35.0,99.677,65.2,213.53601
2026-05-20 10:30:00,35.1,99.668,66.0,1556.54138
2026-05-20 10:30:50,35.0,99.667,64.6,-7.85944
2026-05-20 10:31:40,35.0,99.668,66.7,1730.6072
2026-05-20 10:32:30,35.0,99.67,67.4,-13.45429
2026-05-20 10:33:20,35.0,99.667,67.5,-11.17234
2026-05-20 10:34:10,35.0,99.669,67.3,-6.9222
2026-05-20 10:35:00,35.0,99.669,65.7,1849.98288
2026-05-20 10:35:50,35.0,99.657,66.6,1787.75696
2026-05-20 10:36:40,35.0,99.669,65.0,-9.39792
2026-05-20 10:37:30,35.0,99.671,64.1,1867.89439
2026-05-20 10:38:20,35.1,99.67,64.2,-7.21729
2026-05-20 10:39:10,35.0,99.666,64.5,1532.20624
2026-05-20 10:40:00,35.0,99.67,66.2,-4.1871
2026-05-20 10:40:50,35.0,99.669,66.0,-3.50527
2026-05-20 10:41:40,35.0,99.673,66.4,134.2591
2026-05-20 10:42:30,35.0,99.673,66.4,1861.97303
2026-05-20 10:43:20,35.1,99.662,63.7,1744.09869
2026-05-20 10:44:10,34.9,99.665,67.4,1507.52994
2026-05-20 10:45:00,35.0,99.663,66.8,1552.02312
2026-05-20 10:45:50,35.0,99.666,63.7,-14.79107
2026-05-20 10:46:40,35.0,99.67,65.9,-9.20656
2026-05-20 10:47:30,35.0,99.661,65.1,1533.89155
2026-05-20 10:48:20,35.0,99.671,66.2,85.47738
2026-05-20 10:49:10,35.0,99.671,65.4,-9.34619
2026-05-20 10:50:00,35.0,99.667,64.8,-2.65317
2026-05-20 10:50:50,35.0,99.673,65.3,1606.46668
2026-05-20 10:51:40,35.1,99.668,65.8,1746.84784
2026-05-20 10:52:30,35.1,99.663,65.2,1357.20024
2026-05-20 10:53:20,35.1,99.671,65.4,-12.77278
2026-05-20 10:54:10,35.0,99.669,64.7,1685.35572
2026-05-20 10:55:00,34.9,99.673,63.4,-9.77561
2026-05-20 10:55:50,35.0,99.668,66.6,305.00951
2026-05-20 10:56:40,35.0,99.671,64.9,-6.41969
2026-05-20 10:57:30,35.0,99.666,65.2,-13.25371
2026-05-20 10:58:20,35.1,99.681,68.1,1432.93195
2026-05-20 10:59:10,35.0,99.667,65.5,1833.62127
2026-05-20 11:00:00,35.0,99.663,66.1,256.69709
2026-05-20 11:00:50,35.0,99.673,63.9,-10.68794
2026-05-20 11:01:40,34.9,99.669,65.8,-5.95668
2026-05-20 11:02:30,35.0,99.671,66.4,1487.31837
2026-05-20 11:03:20,35.1,99.663,64.0,-14.49373
2026-05-20 11:04:10,35.1,99.66,66.1,-13.70416
2026-05-20 11:05:00,35.0,99.672,65.8,119.8734
2026-05-20 11:05:50,35.1,99.67,64.9,1928.24921
2026-05-20 11:06:40,35.0,99.678,63.7,1810.39159
2026-05-20 11:07:30,35.0,99.666,64.4,-7.91381
2026-05-20 11:08:20,35.0,99.67,63.8,-5.04847
2026-05-20 11:09:10,35.0,99.675,63.5,-5.22887
2026-05-20 11:10:00,35.0,99.667,65.5,-4.71103
2026-05-20 11:10:50,35.0,99.659,64.4,1934.16996
2026-05-20 11:11:40,35.0,99.664,66.8,1597.5035
2026-05-20 11:12:30,35.1,99.673,64.8,-6.11159
2026-05-20 11:13:20,35.0,99.664,64.8,1746.51124
2026-05-20 11:14:10,35.1,99.673,65.2,-7.5887
2026-05-20 11:15:00,35.0,99.678,65.8,400.58922
2026-05-20 11:15:50,35.0,99.664,64.9,417.02353
2026-05-20 11:16:40,35.0,99.672,64.7,-13.51305
2026-05-20 11:17:30,35.0,99.664,64.1,1898.79293
2026-05-20 11:18:20,35.0,99.665,63.9,-14.44226
2026-05-20 11:19:10,35.0,99.675,64.2,-13.35413
2026-05-20 11:20:00,35.0,99.674,65.5,-11.99094
2026-05-20 11:20:50,35.0,99.675,66.4,1398.37445
2026-05-20 11:21:40,35.0,99.662,62.6,-8.37296
2026-05-20 11:22:30,35.0,99.668,63.1,1737.35861
2026-05-20 11:23:20,35.0,99.668,66.6,1467.72705
2026-05-20 11:24:10,35.0,99.661,64.8,-11.17731
2026-05-20 11:25:00,35.0,99.672,63.8,82.99581
2026-05-20 11:25:50,35.0,99.665,65.2,1553.5861
2026-05-20 11:26:40,35.0,99.661,64.0,1903.07891
2026-05-20 11:27:30,35.0,99.661,62.7,1793.46818
2026-05-20 11:28:20,35.0,99.666,61.7,1608.09517
2026-05-20 11:29:10,35.0,99.669,64.0,-7.20631
2026-05-20 11:30:00,35.0,99.662,66.3,1863.78429
2026-05-20 11:30:50,35.1,99.673,65.0,1700.18163
2026-05-20 11:31:40,35.0,99.674,66.5,-2.59438
2026-05-20 11:32:30,35.0,99.668,64.3,-5.85322
2026-05-20 11:33:20,35.1,99.671,64.5,1780.54617
2026-05-20 11:34:10,35.1,99.668,64.5,162.42215
2026-05-20 11:35:00,35.1,99.669,64.8,298.63837
2026-05-20 11:35:50,35.0,99.661,65.5,-2.96971
2026-05-20 11:36:40,35.0,99.66,64.8,-2.73361
2026-05-20 11:37:30,35.1,99.666,63.9,-3.96895
2026-05-20 11:38:20,35.1,99.671,64.8,-8.74179
2026-05-20 11:39:10,35.0,99.668,64.8,1544.56439
2026-05-20 11:40:00,35.0,99.663,66.2,1806.05339
2026-05-20 11:40:50,35.1,99.673,64.3,1834.78402
2026-05-20 11:41:40,35.0,99.664,67.4,1562.66452
2026-05-20 11:42:30,35.0,99.667,64.1,1502.8164
2026-05-20 11:43:20,35.1,99.665,63.4,1543.65004
2026-05-20 11:44:10,35.1,99.675,64.4,-14.01188
2026-05-20 11:45:00,35.1,99.661,65.1,203.75706
2026-05-20 11:45:50,35.0,99.675,64.8,-5.22514
2026-05-20 11:46:40,35.0,99.668,65.2,1711.27518
2026-05-20 11:47:30,35.1,99.668,64.1,-14.30574
2026-05-20 11:48:20,35.0,99.668,65.4,-6.31996
2026-05-20 11:49:10,35.0,99.668,64.3,-6.12103
2026-05-20 11:50:00,35.1,99.674,65.7,1422.53608
2026-05-20 11:50:50,35.1,99.668,66.9,1719.03982
2026-05-20 11:51:40,35.0,99.671,67.0,1739.05892
2026-05-20 11:52:30,34.9,99.668,65.6,-11.5413
2026-05-20 11:53:20,34.9,99.659,67.0,1380.7165
2026-05-20 11:54:10,35.1,99.673,66.7,-4.92827
2026-05-20 11:55:00,35.0,99.665,67.4,-7.35845
2026-05-20 11:55:50,35.0,99.664,65.0,1769.49389
2026-05-20 11:56:40,35.1,99.667,62.7,1590.7484
2026-05-20 11:57:30,35.0,99.671,63.4,233.04327
2026-05-20 11:58:20,35.0,99.67,64.5,-6.13436
2026-05-20 11:59:10,35.0,99.667,65.3,1765.79461
2026-05-20 12:00:00,35.0,99.664,66.1,1402.47936
2026-05-20 12:00:50,35.0,99.67,65.9,67.66291
2026-05-20 12:01:40,35.1,99.669,66.1,251.54192
2026-05-20 12:02:30,35.0,99.669,64.0,1481.48458
2026-05-20 12:03:20,35.0,99.662,64.4,-10.01885
2026-05-20 12:04:10,35.1,99.665,67.6,1809.93845
2026-05-20 12:05:00,35.1,99.669,64.7,1847.12747
2026-05-20 12:05:50,35.0,99.675,65.3,-5.66558
2026-05-20 12:06:40,35.0,99.673,64.8,1702.20669
2026-05-20 12:07:30,34.9,99.661,65.9,-6.89429
2026-05-20 12:08:20,35.0,99.666,63.6,1924.98534
2026-05-20 12:09:10,35.0,99.667,66.3,1807.86332
2026-05-20 12:10:00,35.1,99.672,67.5,-10.36096
2026-05-20 12:10:50,35.0,99.67,66.5,425.3048
2026-05-20 12:11:40,35.0,99.663,66.0,358.23459
2026-05-20 12:12:30,35.0,99.67,64.7,407.48627
2026-05-20 12:13:20,35.0,99.672,63.0,1520.29455
2026-05-20 12:14:10,35.0,99.67,63.4,-10.06536
2026-05-20 12:15:00,35.0,99.674,64.7,1407.44154
2026-05-20 12:15:50,35.1,99.668,65.4,-9.29466
2026-05-20 12:16:40,35.0,99.669,63.4,-14.19201
2026-05-20 12:17:30,35.0,99.674,64.0,-8.35298
2026-05-20 12:18:20,35.1,99.678,61.5,-5.20038
2026-05-20 12:19:10,35.0,99.67,67.0,1934.04039
2026-05-20 12:20:00,34.9,99.667,64.6,-12.17577
2026-05-20 12:20:50,35.0,99.674,63.5,-2.5026
2026-05-20 12:21:40,34.9,99.673,65.8,-6.48757
2026-05-20 12:22:30,35.0,99.675,65.2,412.49461
2026-05-20 12:23:20,35.1,99.675,66.0,1591.54126
2026-05-20 12:24:10,35.1,99.665,65.3,-5.3376
2026-05-20 12:25:00,35.1,99.669,64.6,-6.42915
2026-05-20 12:25:50,35.0,99.668,67.4,1518.31781
2026-05-20 12:26:40,34.9,99.673,63.4,1814.56284
2026-05-20 12:27:30,35.0,99.671,65.9,92.94067
2026-05-20 12:28:20,35.0,99.666,66.0,-7.61228
2026-05-20 12:29:10,35.0,99.668,66.0,1937.22636
2026-05-20 12:30:00,35.1,99.675,64.9,1452.88638
2026-05-20 12:30:50,35.0,99.672,65.4,1902.86982
2026-05-20 12:31:40,35.0,99.673,63.4,1750.60376
2026-05-20 12:32:30,35.0,99.668,64.5,1421.55596
2026-05-20 12:33:20,35.0,99.669,67.0,1740.11329
2026-05-20 12:34:10,35.0,99.672,67.5,-10.78752
2026-05-20 12:35:00,35.1,99.672,65.1,-7.03473
2026-05-20 12:35:50,35.0,99.661,66.8,1453.68711
2026-05-20 12:36:40,35.0,99.674,62.9,-11.84961
2026-05-20 12:37:30,35.0,99.667,65.9,1490.63248
2026-05-20 12:38:20,35.0,99.667,64.8,1378.3668
2026-05-20 12:39:10,35.0,99.667,66.3,34.59114
2026-05-20 12:40:00,35.0,99.669,65.6,248.95189
2026-05-20 12:40:50,35.0,99.662,63.3,1507.99143
2026-05-20 12:41:40,35.0,99.663,65.2,-8.87919
2026-05-20 12:42:30,35.0,99.671,63.9,1503.64127
2026-05-20 12:43:20,35.1,99.667,67.1,-3.6997
2026-05-20 12:44:10,35.1,99.679,65.2,125.31169
2026-05-20 12:45:00,35.1,99.671,63.6,-7.49403
2026-05-20 12:45:50,35.0,99.668,67.0,-7.6015
2026-05-20 12:46:40,35.1,99.673,65.0,1833.7344
2026-05-20 12:47:30,35.0,99.665,63.3,1933.83078
2026-05-20 12:48:20,35.0,99.675,66.4,-7.85705
2026-05-20 12:49:10,35.1,99.663,66.1,1691.94161
2026-05-20 12:50:00,35.1,99.672,63.5,-7.46288
2026-05-20 12:50:50,35.1,99.666,63.2,1896.40467
2026-05-20 12:51:40,35.0,99.671,65.4,407.80459
2026-05-20 12:52:30,35.0,99.672,65.4,1574.87679
2026-05-20 12:53:20,35.0,99.67,65.6,-10.56195
2026-05-20 12:54:10,35.0,99.667,66.1,-5.58079
2026-05-20 12:55:00,35.1,99.67,64.9,1936.43931
2026-05-20 12:55:50,35.0,99.669,67.1,1407.93581
2026-05-20 12:56:40,35.0,99.665,65.4,-5.72827
2026-05-20 12:57:30,35.0,99.667,65.5,-3.7686
2026-05-20 12:58:20,35.0,99.672,65.0,-7.63347
2026-05-20 12:59:10,35.1,99.672,64.2,1659.18965
2026-05-20 13:00:00,35.0,99.664,64.1,1722.34156
2026-05-20 13:00:50,35.0,99.666,63.0,1753.66144
2026-05-20 13:01:40,35.1,99.667,64.9,1777.80531
2026-05-20 13:02:30,35.1,99.667,64.9,-3.92182
2026-05-20 13:03:20,35.0,99.674,64.8,-14.1484
2026-05-20 13:04:10,35.0,99.662,67.6,52.78679
2026-05-20 13:05:00,35.0,99.675,64.3,364.44589
2026-05-20 13:05:50,35.0,99.674,65.7,-8.28142
2026-05-20 13:06:40,35.1,99.666,65.0,-7.86647
2026-05-20 13:07:30,35.0,99.675,64.9,1813.52049
2026-05-20 13:08:20,35.0,99.672,64.9,1443.21338
2026-05-20 13:09:10,35.1,99.671,65.8,-12.03956
2026-05-20 13:10:00,35.0,99.673,66.7,-8.47582
2026-05-20 13:10:50,35.0,99.664,65.9,-5.94558
2026-05-20 13:11:40,35.0,99.673,63.5,1559.29563
2026-05-20 13:12:30,35.0,99.668,63.0,-2.99412
2026-05-20 13:13:20,35.1,99.669,65.8,1798.19182
2026-05-20 13:14:10,35.0,99.672,66.1,75.58079
2026-05-20 13:15:00,35.0,99.675,65.0,428.55631
2026-05-20 13:15:50,35.0,99.667,65.1,1647.66993
2026-05-20 13:16:40,35.0,99.669,67.2,-6.39837
2026-05-20 13:17:30,35.0,99.667,63.8,1386.4326
2026-05-20 13:18:20,35.1,99.66,64.7,1577.93335
2026-05-20 13:19:10,35.0,99.665,66.8,1738.7268
2026-05-20 13:20:00,35.1,99.673,66.1,-9.02099
2026-05-20 13:20:50,35.1,99.672,67.1,-6.81721
2026-05-20 13:21:40,35.0,99.662,64.5,1872.73928
2026-05-20 13:22:30,35.0,99.669,64.9,1695.79781
2026-05-20 13:23:20,35.0,99.676,66.9,1820.56213
2026-05-20 13:24:10,35.0,99.668,65.1,60.32268
2026-05-20 13:25:00,35.0,99.67,65.2,1678.78682
2026-05-20 13:25:50,35.0,99.667,65.4,1631.28938
2026-05-20 13:26:40,35.0,99.661,65.3,1811.92617
2026-05-20 13:27:30,35.0,99.67,65.2,-10.31882
2026-05-20 13:28:20,35.0,99.674,65.3,437.06127
2026-05-20 13:29:10,35.0,99.674,66.5,1450.96372
2026-05-20 13:30:00,35.0,99.67,64.3,-4.96952
2026-05-20 13:30:50,35.0,99.664,64.7,1707.73584
2026-05-20 13:31:40,35.0,99.665,66.8,1558.73581
2026-05-20 13:32:30,35.0,99.664,65.9,299.58089
2026-05-20 13:33:20,35.1,99.659,66.4,-11.06396
2026-05-20 13:34:10,35.0,99.666,66.7,305.48275
2026-05-20 13:35:00,35.0,99.67,65.1,1653.9904
2026-05-20 13:35:50,35.1,99.666,67.7,-12.7377
2026-05-20 13:36:40,35.0,99.668,65.8,1555.79987
2026-05-20 13:37:30,35.0,99.673,63.1,1920.66941
2026-05-20 13:38:20,35.1,99.669,67.2,-7.82395
2026-05-20 13:39:10,35.0,99.67,64.1,1705.812
2026-05-20 13:40:00,35.0,99.674,64.2,-2.52366
2026-05-20 13:40:50,35.1,99.669,66.0,1664.04073
2026-05-20 13:41:40,35.0,99.678,66.4,1880.10705
2026-05-20 13:42:30,35.1,99.664,66.4,1420.67972
2026-05-20 13:43:20,35.1,99.668,65.1,1812.1276
2026-05-20 13:44:10,35.0,99.674,62.9,-14.14987
2026-05-20 13:45:00,35.0,99.678,66.0,1668.06264
2026-05-20 13:45:50,35.0,99.67,66.2,-13.82209
2026-05-20 13:46:40,35.1,99.672,66.4,-10.56831
2026-05-20 13:47:30,35.1,99.664,65.9,-2.93124
2026-05-20 13:48:20,35.0,99.669,63.6,1709.72021
2026-05-20 13:49:10,35.0,99.671,64.1,1527.42732
2026-05-20 13:50:00,35.0,99.673,66.2,221.66557
2026-05-20 13:50:50,35.0,99.663,65.8,-8.80096
2026-05-20 13:51:40,35.0,99.663,64.7,1812.25136
2026-05-20 13:52:30,35.0,99.663,66.9,-7.83948
2026-05-20 13:53:20,35.0,99.674,63.7,187.37473
2026-05-20 13:54:10,35.1,99.666,65.0,437.253
2026-05-20 13:55:00,35.1,99.668,64.8,-14.2846
2026-05-20 13:55:50,35.0,99.669,66.3,1379.29529
2026-05-20 13:56:40,35.0,99.666,65.2,1722.7173
2026-05-20 13:57:30,35.1,99.663,63.9,-9.90061
2026-05-20 13:58:20,35.0,99.66,64.7,1644.18272
2026-05-20 13:59:10,35.0,99.667,63.7,-3.07089
2026-05-20 14:00:00,35.0,99.663,64.4,198.59148
2026-05-20 14:00:50,35.0,99.67,63.4,1483.99909
2026-05-20 14:01:40,35.0,99.671,65.3,1462.86209
2026-05-20 14:02:30,35.1,99.667,65.1,-2.90547
2026-05-20 14:03:20,35.0,99.667,65.5,1552.27655
2026-05-20 14:04:10,35.1,99.673,64.0,1898.66047
2026-05-20 14:05:00,35.0,99.683,64.0,1608.95254
2026-05-20 14:05:50,35.0,99.668,65.8,1481.90842
2026-05-20 14:06:40,35.0,99.669,66.9,1431.16802
2026-05-20 14:07:30,35.0,99.674,63.3,-10.30671
2026-05-20 14:08:20,35.0,99.659,67.3,1927.55191
2026-05-20 14:09:10,35.0,99.666,64.2,1473.96868
2026-05-20 14:10:00,35.0,99.657,67.1,-13.53374
2026-05-20 14:10:50,35.1,99.668,65.8,1825.05705
2026-05-20 14:11:40,35.0,99.677,65.2,251.97162
2026-05-20 14:12:30,35.0,99.661,63.1,135.53873
2026-05-20 14:13:20,35.0,99.667,66.2,1603.80513
2026-05-20 14:14:10,35.0,99.656,65.6,-7.62571
